text	label
561,470 new shares under 2003 option rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan .	neutral
As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .	negative
Pharmaceuticals - Spain This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Spain .	neutral
The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009 .	neutral
GET MIDNIGHTTRADER IN REALTIME : This report is delayed .	neutral
The buyer is real estate owner Propertos Oy , but the companies have agreed not to disclose financial details of the deal .	neutral
Pearl Plaza LLC , the joint venture of SRV and Shanghai Industrial Investment Holdings Co Ltd , has concluded the investment decision on construction of the first phase of the shopping center in Saint Petersburg , Russia .	positive
Finnish KCI Konecranes has been awarded an order for four hot metal ladle cranes by Indian steel producer Bhushan Steel & Strips to be delivered in 2007 .	positive
Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .	negative
LSC 's 30 employees will move to Ixonos with their existing status and benefits .	neutral
Finland-based companies , L+Ænnen Tehtaat and Raisio , have decided to dissolve the joint venture company ZAO Scandic Feed , which was established to start local animal feed business and feed production in northwest Russia .	neutral
Compared with the FTSE 100 index , which fell 35.2 points ( or 0.6 % ) on the day , this was a relative price change of 0.6 % .	neutral
Basic banking activities continued as normal .	neutral
We look forward to take part in the future development of the company , '' says Tomas Billing , President of Nordstjernan .	neutral
Additionally , retailers can use the same hardware across all tasks in stores and throughout the warehouse , providing substantial savings on support and infrastructure costs .	neutral
Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .	negative
Regulatory News : The Nomination Committee of Cybercom ( STO : CYBE ) , which is unanimous in its proposal , proposes the election of Jon Risfelt as the new Chairman of the Board .	neutral
ALEXANDRIA , Va. , July 11 -- Hannu Kahonen of Juuka , Finland , has developed an ornamental design for a handle for fire pit door , the U.S. Patent & Trademark Office announced .	neutral
The identity of the buyer is not yet known .	neutral
The record date for dividend distribution is March 14 , 2008 .	neutral
The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system .	neutral
Finnish Honkarakenne that specialises in the building of log houses is planning to use pine from Russian Karelia .	neutral
In addition , nine fixed-term employment contracts will not be extended and two people will leave the company under pension arrangements .	neutral
`` We were the lowest bidders and now the final approval is awaited . ''	positive
Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 .	negative
The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 .	neutral
`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies .	positive
The EBRD is using its own funds to provide a 21.6 mln A loan while the B portion of 10 mln Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 mln Euros and Pohjola Bank Plc 2.3 mln Euros .	neutral
Via the takeover , Panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries Kopijyva Oy and Sokonet Oy .	positive
Nevertheless , Fitch notes that the business fundamentals of the three banks currently remain sound .	positive
About Elcoteq Elcoteq SE is a leading electronics manufacturing services ( EMS ) company in the communications technology field .	positive
Uponor improved its performance in spite of the decrease in residential construction in the US .	positive
Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term .	neutral
Operating profit was EUR 11.07 mn , up from EUR 8.65 mn .	positive
The issuer is solely responsible for the content of this announcement .	neutral
`` They want my credit card info and my personal details .	neutral
The Filter Tips cover the volume range from 0.1-1200 -ðl including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -ðl volume capacities .	neutral
Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .	neutral
The center will be built in the Kapuli district of Mantsala beside the Hanko-Mantsala-Porvoo road near the new direct rail link between Lahti and Jarvenpaa .	neutral
In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % .	neutral
The transaction was announced on September 29 when Pohjola Insurance agreed to pay EUR 80 million ( USD 106.3 m ) in cash for Pohjantahti .	neutral
Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries .	negative
RL-Nordic is a part of Raiffeisen-Banking-Group Austria and is a subsidiary to Raiffeisen-Leasing GmbH in Austria .	neutral
However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 .	negative
TeliaSonera is the leading telecommunications company in the Nordic and Baltic regions .	positive
`` Marimekko operates in an industry in which changes in the business climate are reflected in consumer demand .	neutral
Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland .	neutral
According to a report by Neomarkka , Kuitu Finland 's customers are interested in buying the company 's products when it restarts production .	positive
The address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module .	neutral
